"codgeo";"libgeo";"pop2019";"pop0020_2019";"pop6475_2019";"pop7582019";"typoAAV20";"grilledens7";"libaav20";"tx_evol_annuel_1319"
"59142";"Cerfontaine";"709";"179";"91";"48";"T02_20";4;"077 - Maubeuge (partie française)";"2.1"
"59143";"La Chapelle-d'Armentières";"8577";"2185";"1267";"755";"T45_20";2;"004 - Lille (partie française)";"0.01"
"59144";"Château-l'Abbaye";"862";"234";"142";"37";"T45_20";5;"004 - Lille (partie française)";"-0.4"
"59145";"Chemy";"772";"189";"153";"30";"T45_20";4;"004 - Lille (partie française)";"0.66"
"59146";"Chéreng";"2973";"710";"586";"255";"T45_20";4;"004 - Lille (partie française)";"-0.02"
"59147";"Choisies";"49";"4";"11";"7";"T02_20";7;"077 - Maubeuge (partie française)";"-3.85"
"59148";"Clairfayts";"361";"114";"57";"11";"T00_30";6;"N/A - hors champ";"-0.23"
"59149";"Clary";"1088";"260";"184";"87";"T01_20";5;"232 - Caudry";"-0.63"
"59150";"Cobrieux";"526";"117";"109";"29";"T45_20";6;"004 - Lille (partie française)";"0.22"
"59151";"Colleret";"1617";"386";"262";"148";"T02_20";5;"077 - Maubeuge (partie française)";"-0.53"
"59152";"Comines";"12788";"3588";"1872";"889";"T45_20";2;"004 - Lille (partie française)";"0.29"
"59153";"Condé-sur-l'Escaut";"9515";"2536";"1542";"914";"T03_20";2;"038 - Valenciennes (partie française)";"-0.39"
"59155";"Coudekerque-Branche";"20851";"5038";"3507";"1974";"T03_10";1;"048 - Dunkerque";"-0.9"
"59156";"Courchelettes";"2842";"658";"569";"301";"T02_20";4;"059 - Douai";"0.85"
"59157";"Cousolre";"2205";"492";"441";"214";"T02_20";5;"077 - Maubeuge (partie française)";"-0.95"
"59158";"Coutiches";"3077";"845";"465";"145";"T45_20";5;"004 - Lille (partie française)";"1.19"
"59159";"Craywick";"668";"250";"48";"7";"T03_20";6;"048 - Dunkerque";"-1.65"
"59160";"Crespin";"4495";"1360";"695";"300";"T03_20";4;"038 - Valenciennes (partie française)";"0.07"
"59161";"Crèvecœur-sur-l'Escaut";"751";"223";"112";"56";"T02_20";5;"108 - Cambrai";"1.84"
"59162";"Crochte";"665";"173";"102";"33";"T03_20";6;"048 - Dunkerque";"-0.52"
"59163";"Croix";"20881";"5300";"3117";"1697";"T45_10";1;"004 - Lille (partie française)";"-0.18"
"59164";"Croix-Caluyau";"247";"61";"40";"20";"T03_20";6;"038 - Valenciennes (partie française)";"-0.59"
"59165";"Cuincy";"6400";"1549";"1160";"589";"T02_10";1;"059 - Douai";"-0.31"
"59166";"Curgies";"1337";"337";"268";"68";"T03_20";4;"038 - Valenciennes (partie française)";"2.9"
"59167";"Cuvillers";"198";"48";"35";"20";"T02_20";6;"108 - Cambrai";"0.43"
"59168";"Cysoing";"4849";"1182";"777";"446";"T45_20";4;"004 - Lille (partie française)";"0.04"
"59169";"Damousies";"202";"40";"59";"15";"T02_20";6;"077 - Maubeuge (partie française)";"-1.93"
"59170";"Dechy";"5360";"1478";"771";"608";"T02_10";1;"059 - Douai";"0.48"
"59171";"Dehéries";"37";"10";"5";"4";"T00_30";7;"N/A - hors champ";"-2.85"
"59172";"Denain";"19877";"6279";"2692";"1359";"T03_20";2;"038 - Valenciennes (partie française)";"-0.55"
"59173";"Deûlémont";"1818";"488";"303";"63";"T45_20";4;"004 - Lille (partie française)";"1.27"
"59174";"Dimechaux";"330";"82";"75";"25";"T02_20";6;"077 - Maubeuge (partie française)";"-1.89"
"59175";"Dimont";"310";"69";"51";"28";"T02_20";6;"077 - Maubeuge (partie française)";"-0.73"
"59176";"Doignies";"326";"89";"38";"16";"T00_30";6;"N/A - hors champ";"-0.2"
"59177";"Dompierre-sur-Helpe";"857";"198";"178";"81";"T01_20";6;"380 - Avesnes-sur-Helpe";"-0.7"
"59178";"Douai";"39613";"9999";"5808";"3382";"T02_10";1;"059 - Douai";"-0.65"
"59179";"Douchy-les-Mines";"10293";"3055";"1474";"746";"T03_20";2;"038 - Valenciennes (partie française)";"-1.05"
"59180";"Le Doulieu";"1466";"432";"248";"75";"T45_20";5;"004 - Lille (partie française)";"0.38"
"59181";"Dourlers";"551";"130";"88";"55";"T02_20";6;"077 - Maubeuge (partie française)";"-0.77"
"59182";"Drincham";"266";"80";"40";"12";"T03_20";6;"048 - Dunkerque";"1.11"
"59183";"Dunkerque";"86279";"19869";"15806";"8154";"T03_10";1;"048 - Dunkerque";"-0.68"
"59184";"Ebblinghem";"658";"179";"105";"24";"T02_20";6;"096 - Saint-Omer";"-0.05"
"59185";"Écaillon";"1963";"530";"324";"202";"T02_20";4;"059 - Douai";"-0.04"
"59186";"Eccles";"80";"15";"25";"7";"T02_20";6;"077 - Maubeuge (partie française)";"-2.82"
"59187";"Éclaibes";"268";"65";"60";"18";"T02_20";6;"077 - Maubeuge (partie française)";"-1.25"
"59188";"Écuélin";"140";"43";"15";"5";"T02_20";7;"077 - Maubeuge (partie française)";"0.86"
"59189";"Eecke";"1221";"350";"188";"46";"T45_20";5;"004 - Lille (partie française)";"0.37"
"59190";"Élesmes";"986";"222";"226";"76";"T02_20";6;"077 - Maubeuge (partie française)";"0.43"
"59191";"Élincourt";"625";"171";"103";"43";"T00_30";6;"N/A - hors champ";"-0.21"
"59192";"Émerchicourt";"847";"204";"198";"60";"T01_10";4;"303 - Somain";"-0.2"
"59193";"Emmerin";"3108";"780";"588";"209";"T45_10";1;"004 - Lille (partie française)";"-0.51"
"59194";"Englefontaine";"1282";"331";"227";"108";"T00_30";5;"N/A - hors champ";"-0.21"
"59195";"Englos";"613";"168";"102";"35";"T45_20";4;"004 - Lille (partie française)";"1.49"
"59196";"Ennetières-en-Weppes";"1304";"291";"238";"131";"T45_20";6;"004 - Lille (partie française)";"0.38"
"59197";"Ennevelin";"2236";"599";"381";"122";"T45_20";5;"004 - Lille (partie française)";"0.73"
"59198";"Eppe-Sauvage";"248";"51";"45";"25";"T00_30";7;"N/A - hors champ";"-1.35"
"59199";"Erchin";"686";"151";"154";"51";"T02_20";6;"059 - Douai";"-1.17"
"59200";"Eringhem";"504";"168";"59";"32";"T03_20";6;"048 - Dunkerque";"0.96"
"59201";"Erquinghem-le-Sec";"597";"183";"54";"35";"T45_20";5;"004 - Lille (partie française)";"1.28"
"59202";"Erquinghem-Lys";"5316";"1459";"771";"345";"T45_20";2;"004 - Lille (partie française)";"1.81"
"59203";"Erre";"1587";"445";"244";"95";"T01_10";4;"303 - Somain";"1.18"
"59204";"Escarmain";"484";"127";"80";"30";"T03_20";6;"038 - Valenciennes (partie française)";"1.64"
"59205";"Escaudain";"9682";"2945";"1233";"778";"T03_20";4;"038 - Valenciennes (partie française)";"0.83"
"59206";"Escaudœuvres";"3218";"760";"676";"305";"T02_20";4;"108 - Cambrai";"-0.58"
"59207";"Escautpont";"4208";"1218";"647";"327";"T03_20";4;"038 - Valenciennes (partie française)";"0.26"
"59208";"Escobecques";"304";"69";"63";"44";"T45_20";5;"004 - Lille (partie française)";"0.11"
"59209";"Esnes";"674";"180";"133";"53";"T02_20";6;"108 - Cambrai";"0.17"
"59210";"Esquelbecq";"2116";"500";"333";"202";"T03_20";5;"048 - Dunkerque";"0.08"
"59211";"Esquerchin";"906";"194";"165";"68";"T02_20";6;"059 - Douai";"0"
"59212";"Estaires";"6461";"1700";"1066";"498";"T45_20";2;"004 - Lille (partie française)";"1.01"
"59213";"Estourmel";"458";"109";"89";"30";"T02_20";6;"108 - Cambrai";"0.26"
"59214";"Estrées";"1103";"278";"226";"81";"T02_20";4;"059 - Douai";"0.7"
"59215";"Estreux";"959";"215";"202";"74";"T03_20";4;"038 - Valenciennes (partie française)";"-0.24"
"59216";"Eswars";"350";"76";"86";"26";"T02_20";6;"108 - Cambrai";"0.14"
"59217";"Eth";"346";"84";"76";"16";"T03_20";6;"038 - Valenciennes (partie française)";"0.89"
"59218";"Étrœungt";"1307";"367";"213";"129";"T01_20";5;"380 - Avesnes-sur-Helpe";"-1.23"
"59219";"Estrun";"712";"224";"91";"32";"T00_30";5;"N/A - hors champ";"0.24"
"59220";"Faches-Thumesnil";"18191";"5020";"2419";"1642";"T45_10";1;"004 - Lille (partie française)";"0.65"
"59221";"Famars";"2545";"599";"430";"186";"T03_20";4;"038 - Valenciennes (partie française)";"0.47"
"59222";"Faumont";"2213";"585";"392";"112";"T45_20";5;"004 - Lille (partie française)";"0.6"
"59223";"Le Favril";"504";"137";"91";"21";"T00_30";6;"N/A - hors champ";"0.47"
"59224";"Féchain";"1698";"358";"359";"236";"T02_20";5;"059 - Douai";"-1.15"
"59225";"Feignies";"6809";"1772";"1192";"493";"T02_20";4;"077 - Maubeuge (partie française)";"-0.7"
"59226";"Felleries";"1454";"314";"263";"145";"T00_30";6;"N/A - hors champ";"-0.41"
"59227";"Fenain";"5510";"1503";"857";"434";"T45_20";2;"004 - Lille (partie française)";"0.5"
"59228";"Férin";"1458";"369";"310";"85";"T02_20";4;"059 - Douai";"-0.24"
"59229";"Féron";"564";"136";"101";"46";"T01_20";6;"287 - Fourmies";"-0.47"
"59230";"Ferrière-la-Grande";"5273";"1436";"821";"463";"T02_20";4;"077 - Maubeuge (partie française)";"-0.29"
"59231";"Ferrière-la-Petite";"1058";"278";"173";"71";"T02_20";4;"077 - Maubeuge (partie française)";"-0.16"
"59232";"La Flamengrie";"426";"109";"85";"21";"T03_20";6;"038 - Valenciennes (partie française)";"1.53"
"59233";"Flaumont-Waudrechies";"365";"95";"60";"24";"T01_20";6;"380 - Avesnes-sur-Helpe";"-0.89"
"59234";"Flers-en-Escrebieux";"5781";"1593";"798";"490";"T02_20";4;"059 - Douai";"-0.22"
"59236";"Flesquières";"261";"69";"43";"30";"T02_20";6;"108 - Cambrai";"-0.13"
"59237";"Flêtre";"986";"308";"115";"51";"T45_20";6;"004 - Lille (partie française)";"0.12"
"59238";"Flines-lès-Mortagne";"1635";"412";"236";"124";"T45_20";5;"004 - Lille (partie française)";"-0.3"
"59239";"Flines-lez-Raches";"5598";"1419";"990";"381";"T45_20";4;"004 - Lille (partie française)";"0.23"
"59240";"Floursies";"127";"28";"28";"7";"T02_20";6;"077 - Maubeuge (partie française)";"-1.13"
"59241";"Floyon";"520";"133";"89";"27";"T00_30";7;"N/A - hors champ";"0.32"
"59242";"Fontaine-au-Bois";"674";"168";"136";"45";"T00_30";6;"N/A - hors champ";"-0.39"
"59243";"Fontaine-au-Pire";"1220";"293";"167";"153";"T01_20";4;"232 - Caudry";"0.33"
"59244";"Fontaine-Notre-Dame";"1776";"453";"290";"112";"T02_20";5;"108 - Cambrai";"0.25"
"59246";"Forest-en-Cambrésis";"570";"157";"109";"23";"T00_30";6;"N/A - hors champ";"1.09"
"59247";"Forest-sur-Marque";"1462";"332";"303";"145";"T45_10";4;"004 - Lille (partie française)";"-0.03"
"59249";"Fourmies";"11563";"3113";"2109";"1178";"T01_10";2;"287 - Fourmies";"-1.4"
"59250";"Fournes-en-Weppes";"2231";"535";"413";"201";"T45_20";4;"004 - Lille (partie française)";"0.66"
"59251";"Frasnoy";"376";"114";"42";"18";"T03_20";6;"038 - Valenciennes (partie française)";"0.54"
"59252";"Frelinghien";"2447";"592";"415";"195";"T45_20";4;"004 - Lille (partie française)";"0.19"
"59253";"Fresnes-sur-Escaut";"7499";"2115";"1262";"483";"T03_20";2;"038 - Valenciennes (partie française)";"-0.27"
"59254";"Fressain";"880";"189";"172";"66";"T02_20";5;"059 - Douai";"0.08"
"59255";"Fressies";"571";"168";"82";"29";"T02_20";5;"059 - Douai";"-0.03"
"59256";"Fretin";"3290";"824";"540";"237";"T45_20";4;"004 - Lille (partie française)";"-0.32"
"59257";"Fromelles";"1041";"256";"167";"73";"T45_20";5;"004 - Lille (partie française)";"2.92"
"59258";"Genech";"2827";"913";"393";"127";"T45_20";5;"004 - Lille (partie française)";"0.65"
"59259";"Ghissignies";"511";"143";"81";"30";"T03_20";6;"038 - Valenciennes (partie française)";"-0.23"
"59260";"Ghyvelde";"4131";"1048";"779";"224";"T03_20";3;"048 - Dunkerque";"-0.08"
"59261";"Glageon";"1758";"476";"310";"103";"T01_20";6;"287 - Fourmies";"-0.65"
"59262";"Godewaersvelde";"2086";"521";"325";"184";"T45_20";5;"004 - Lille (partie française)";"0.51"
"59263";"Gœulzin";"1049";"205";"218";"101";"T02_20";4;"059 - Douai";"0.53"
"59264";"Gognies-Chaussée";"730";"178";"150";"60";"T02_20";5;"077 - Maubeuge (partie française)";"-1.12"
"59265";"Gommegnies";"2308";"592";"374";"161";"T03_20";6;"038 - Valenciennes (partie française)";"0.16"
"59266";"Gondecourt";"4031";"1024";"708";"269";"T45_20";4;"004 - Lille (partie française)";"0.48"
"59267";"Gonnelieu";"302";"74";"49";"20";"T02_20";6;"108 - Cambrai";"-2.19"
"59268";"La Gorgue";"5639";"1447";"921";"449";"T45_20";4;"004 - Lille (partie française)";"-0.61"
"59269";"Gouzeaucourt";"1475";"442";"256";"82";"T02_20";5;"108 - Cambrai";"-0.84"
"59270";"Grand-Fayt";"482";"129";"76";"36";"T01_20";6;"380 - Avesnes-sur-Helpe";"-1.03"
"59271";"Grande-Synthe";"22522";"7312";"2989";"1308";"T03_10";1;"048 - Dunkerque";"0.88"
"59272";"Grand-Fort-Philippe";"5130";"1148";"1004";"435";"T03_20";3;"048 - Dunkerque";"-0.44"
"59273";"Gravelines";"11014";"2953";"1789";"814";"T03_20";3;"048 - Dunkerque";"-0.91"
"59274";"La Groise";"482";"135";"72";"32";"T00_30";6;"N/A - hors champ";"-0.44"
"59275";"Gruson";"1267";"285";"287";"98";"T45_20";4;"004 - Lille (partie française)";"1.7"
"59276";"Guesnain";"4689";"1209";"855";"464";"T02_10";1;"059 - Douai";"-0.05"
"59277";"Gussignies";"332";"81";"67";"19";"T00_30";6;"N/A - hors champ";"-1.2"
"59278";"Hallennes-lez-Haubourdin";"4676";"1208";"696";"309";"T45_10";1;"004 - Lille (partie française)";"2.92"
"59279";"Halluin";"20743";"5811";"2973";"1447";"T45_10";1;"004 - Lille (partie française)";"-0.14"
"59280";"Hamel";"788";"146";"198";"49";"T02_20";6;"059 - Douai";"0.06"
"59281";"Hantay";"1281";"383";"150";"44";"T45_20";4;"004 - Lille (partie française)";"1.19"
"59282";"Hardifort";"407";"96";"78";"27";"T00_30";6;"N/A - hors champ";"1.56"
"59283";"Hargnies";"613";"167";"87";"36";"T02_20";6;"077 - Maubeuge (partie française)";"0.55"
"59284";"Hasnon";"3918";"1014";"535";"289";"T03_20";5;"038 - Valenciennes (partie française)";"0.37"
"59285";"Haspres";"2680";"687";"523";"200";"T03_20";5;"038 - Valenciennes (partie française)";"-0.6"
"59286";"Haubourdin";"14725";"3796";"2114";"1196";"T45_10";1;"004 - Lille (partie française)";"0.19"
"59287";"Haucourt-en-Cambrésis";"193";"38";"33";"19";"T02_20";6;"108 - Cambrai";"-1.55"
"59288";"Haulchin";"2340";"610";"400";"181";"T03_20";4;"038 - Valenciennes (partie française)";"0.2"
"59289";"Haussy";"1521";"386";"277";"134";"T03_20";5;"038 - Valenciennes (partie française)";"-0.25"
"59290";"Haut-Lieu";"394";"92";"82";"30";"T01_20";6;"380 - Avesnes-sur-Helpe";"-0.04"
"59291";"Hautmont";"14517";"4417";"1915";"1198";"T02_10";2;"077 - Maubeuge (partie française)";"0.29"
"59292";"Haveluy";"3304";"921";"439";"280";"T03_20";4;"038 - Valenciennes (partie française)";"1.2"
"59293";"Haverskerque";"1413";"315";"275";"143";"T00_30";6;"N/A - hors champ";"-0.89"
"59294";"Haynecourt";"314";"93";"37";"24";"T02_20";6;"108 - Cambrai";"-8.15"
"59295";"Hazebrouck";"21408";"5160";"3643";"2273";"T01_10";2;"236 - Hazebrouck";"-0.25"
"59296";"Hecq";"354";"99";"45";"15";"T00_30";5;"N/A - hors champ";"0.05"
"59297";"Hélesmes";"1979";"575";"254";"148";"T03_20";4;"038 - Valenciennes (partie française)";"0.11"
"59299";"Hem";"18636";"5225";"2756";"1582";"T45_10";1;"004 - Lille (partie française)";"-0.08"
"59300";"Hem-Lenglet";"548";"123";"115";"38";"T02_20";5;"108 - Cambrai";"-0.88"
"59301";"Hergnies";"4433";"1202";"711";"215";"T03_20";4;"038 - Valenciennes (partie française)";"0.32"
"59302";"Hérin";"4127";"1091";"715";"243";"T03_20";4;"038 - Valenciennes (partie française)";"0.54"
"59303";"Herlies";"2393";"672";"341";"166";"T45_20";4;"004 - Lille (partie française)";"0.52"
"59304";"Herrin";"418";"97";"86";"19";"T45_20";4;"004 - Lille (partie française)";"0.65"
"59305";"Herzeele";"1649";"474";"218";"113";"T03_20";5;"048 - Dunkerque";"0.71"
"59306";"Hestrud";"292";"63";"70";"28";"T00_30";6;"N/A - hors champ";"-0.39"
"59307";"Holque";"903";"243";"164";"47";"T03_20";6;"048 - Dunkerque";"-0.13"
"59308";"Hondeghem";"934";"234";"164";"52";"T01_20";5;"236 - Hazebrouck";"-0.66"
"59309";"Hondschoote";"4060";"1135";"651";"366";"T03_20";5;"048 - Dunkerque";"0.03"
"59310";"Hon-Hergies";"867";"204";"149";"57";"T02_20";6;"077 - Maubeuge (partie française)";"0.65"
"59311";"Honnechy";"561";"195";"62";"30";"T00_30";5;"N/A - hors champ";"0.7"
"59312";"Honnecourt-sur-Escaut";"760";"162";"150";"93";"T02_20";6;"108 - Cambrai";"-0.2"
"59313";"Hordain";"1423";"347";"260";"122";"T00_30";5;"N/A - hors champ";"-0.31"
"59314";"Hornaing";"3562";"1103";"468";"234";"T01_10";4;"303 - Somain";"-0.06"
"59315";"Houdain-lez-Bavay";"886";"222";"173";"47";"T02_20";6;"077 - Maubeuge (partie française)";"-0.28"
"59316";"Houplin-Ancoisne";"3337";"780";"657";"213";"T45_20";4;"004 - Lille (partie française)";"-0.7"
"59317";"Houplines";"7782";"2197";"1157";"564";"T45_20";2;"004 - Lille (partie française)";"-0.19"
"59318";"Houtkerque";"984";"290";"124";"65";"T03_20";6;"048 - Dunkerque";"-0.43"
"59319";"Hoymille";"3194";"779";"781";"245";"T03_20";3;"048 - Dunkerque";"-0.27"
"59320";"Illies";"1635";"491";"196";"80";"T45_20";5;"004 - Lille (partie française)";"2.51"
"59321";"Inchy";"676";"159";"136";"69";"T01_20";4;"232 - Caudry";"-1.25"
"59322";"Iwuy";"3371";"927";"565";"192";"T02_20";5;"108 - Cambrai";"0.51"
"59323";"Jenlain";"1145";"305";"214";"64";"T03_20";4;"038 - Valenciennes (partie française)";"0.47"
"59324";"Jeumont";"10344";"2930";"1539";"831";"T02_20";2;"077 - Maubeuge (partie française)";"0.74"
"59325";"Jolimetz";"854";"177";"174";"64";"T03_20";5;"038 - Valenciennes (partie française)";"-0.42"
"59326";"Killem";"1163";"346";"169";"66";"T03_20";5;"048 - Dunkerque";"2.34"
"59327";"Lallaing";"6364";"1586";"1072";"727";"T02_20";4;"059 - Douai";"0.13"
"59328";"Lambersart";"27400";"6961";"4127";"2626";"T45_10";1;"004 - Lille (partie française)";"-0.65"
"59329";"Lambres-lez-Douai";"5007";"1170";"978";"582";"T02_10";1;"059 - Douai";"-0.22"
"59330";"Landas";"2392";"566";"458";"145";"T45_20";5;"004 - Lille (partie française)";"-0.01"
"59331";"Landrecies";"3482";"822";"597";"381";"T00_30";5;"N/A - hors champ";"-0.02"
"59332";"Lannoy";"1819";"388";"277";"221";"T45_10";1;"004 - Lille (partie française)";"0.36"
"59333";"Larouillies";"249";"65";"46";"21";"T01_20";6;"380 - Avesnes-sur-Helpe";"-0.84"
"59334";"Lauwin-Planque";"1621";"403";"376";"101";"T02_10";1;"059 - Douai";"-1.46"
"59335";"Lecelles";"2847";"699";"524";"200";"T45_20";4;"004 - Lille (partie française)";"0.78"
"59336";"Lécluse";"1372";"345";"255";"116";"T02_20";5;"059 - Douai";"0.11"
"59337";"Lederzeele";"683";"186";"102";"49";"T03_20";6;"048 - Dunkerque";"2.01"
"59338";"Ledringhem";"651";"202";"102";"23";"T03_20";6;"048 - Dunkerque";"-0.82"
"59339";"Leers";"9378";"2244";"1849";"886";"T45_10";1;"004 - Lille (partie française)";"-0.14"
"59340";"Leffrinckoucke";"4207";"796";"989";"405";"T03_10";1;"048 - Dunkerque";"-0.62"
"59341";"Lesdain";"435";"110";"69";"39";"T02_20";6;"108 - Cambrai";"0.67"
"59342";"Lez-Fontaine";"225";"52";"46";"26";"T02_20";6;"077 - Maubeuge (partie française)";"-0.58"
"59343";"Lesquin";"9012";"2490";"1019";"512";"T45_10";1;"004 - Lille (partie française)";"4.38"
"59344";"Leval";"2516";"676";"452";"187";"T02_20";4;"077 - Maubeuge (partie française)";"0.57"
"59345";"Lewarde";"2430";"617";"446";"198";"T02_20";4;"059 - Douai";"-0.95"
"59346";"Lezennes";"3050";"765";"563";"208";"T45_10";1;"004 - Lille (partie française)";"-0.66"
"59347";"Liessies";"537";"124";"74";"40";"T00_30";6;"N/A - hors champ";"0.12"
"59348";"Lieu-Saint-Amand";"1426";"406";"242";"106";"T03_20";3;"038 - Valenciennes (partie française)";"1.09"
"59349";"Ligny-en-Cambrésis";"1916";"535";"247";"153";"T01_20";4;"232 - Caudry";"0.18"
"59350";"Lille";"234475";"57600";"22272";"11126";"T45_10";1;"004 - Lille (partie française)";"0.21"
"59351";"Limont-Fontaine";"550";"116";"125";"48";"T02_20";6;"077 - Maubeuge (partie française)";"-0.74"
"59352";"Linselles";"8275";"1989";"1337";"815";"T45_20";2;"004 - Lille (partie française)";"0.17"
"59353";"Locquignol";"326";"72";"71";"24";"T00_30";7;"N/A - hors champ";"-1.55"
"59354";"Loffre";"714";"155";"159";"69";"T02_20";4;"059 - Douai";"-0.79"
"59356";"Lompret";"2230";"535";"483";"200";"T45_20";4;"004 - Lille (partie française)";"-0.55"
"59357";"La Longueville";"2082";"507";"406";"139";"T02_20";6;"077 - Maubeuge (partie française)";"-0.56"
"59358";"Looberghe";"1190";"309";"241";"66";"T03_20";6;"048 - Dunkerque";"0.01"
"59359";"Loon-Plage";"6085";"1675";"893";"413";"T03_20";3;"048 - Dunkerque";"-0.61"
"59360";"Loos";"22866";"6432";"2567";"1375";"T45_10";1;"004 - Lille (partie française)";"1.71"
"59361";"Lourches";"3952";"1386";"436";"291";"T03_20";4;"038 - Valenciennes (partie française)";"0.65"
"59363";"Louvignies-Quesnoy";"931";"196";"165";"86";"T03_20";6;"038 - Valenciennes (partie française)";"-0.35"
"59364";"Louvil";"869";"230";"168";"69";"T45_20";4;"004 - Lille (partie française)";"0.57"
"59365";"Louvroil";"6371";"2020";"885";"441";"T02_10";2;"077 - Maubeuge (partie française)";"-0.52"
"59366";"Lynde";"775";"225";"121";"31";"T01_20";6;"236 - Hazebrouck";"0.98"
"59367";"Lys-lez-Lannoy";"13643";"3631";"2085";"827";"T45_10";1;"004 - Lille (partie française)";"0.25"
"59368";"La Madeleine";"21856";"4693";"3082";"1684";"T45_10";1;"004 - Lille (partie française)";"-0.29"
"59369";"Maing";"4066";"989";"666";"421";"T03_20";4;"038 - Valenciennes (partie française)";"0.11"
"59370";"Mairieux";"711";"146";"184";"54";"T02_20";6;"077 - Maubeuge (partie française)";"-1.47"
"59371";"Le Maisnil";"639";"163";"119";"42";"T45_20";5;"004 - Lille (partie française)";"0.05"
"59372";"Malincourt";"489";"110";"101";"47";"T02_20";6;"108 - Cambrai";"-0.89"
"59374";"Marbaix";"473";"117";"89";"30";"T01_20";6;"380 - Avesnes-sur-Helpe";"-0.31"
"59375";"Marchiennes";"4584";"1146";"756";"354";"T45_20";5;"004 - Lille (partie française)";"-0.3"
"59377";"Marcoing";"1900";"483";"344";"150";"T02_20";5;"108 - Cambrai";"0.38"
"59378";"Marcq-en-Barœul";"38486";"9175";"6211";"3884";"T45_10";1;"004 - Lille (partie française)";"-0.39"
"59379";"Marcq-en-Ostrevent";"748";"221";"91";"38";"T02_20";5;"059 - Douai";"1.02"
"59381";"Maresches";"812";"180";"150";"53";"T03_20";5;"038 - Valenciennes (partie française)";"-1.29"
"59382";"Maretz";"1444";"402";"207";"105";"T01_20";5;"232 - Caudry";"-0.33"
"59383";"Marly";"12083";"2997";"1988";"1274";"T03_10";1;"038 - Valenciennes (partie française)";"1.07"
"59384";"Maroilles";"1428";"345";"280";"164";"T00_30";5;"N/A - hors champ";"0.13"
"59385";"Marpent";"2701";"684";"498";"242";"T02_20";4;"077 - Maubeuge (partie française)";"-0.17"
"59386";"Marquette-lez-Lille";"10798";"3059";"1372";"617";"T45_10";1;"004 - Lille (partie française)";"0.96"
"59387";"Marquette-en-Ostrevant";"1897";"536";"276";"171";"T00_30";5;"N/A - hors champ";"1.03"
"59388";"Marquillies";"1998";"522";"289";"137";"T45_20";4;"004 - Lille (partie française)";"0.08"
"59389";"Masnières";"2745";"834";"428";"205";"T02_20";5;"108 - Cambrai";"0.51"
"59390";"Masny";"4109";"1092";"628";"376";"T02_20";4;"059 - Douai";"-0.13"
"59391";"Mastaing";"881";"197";"194";"57";"T00_30";5;"N/A - hors champ";"0.64"
"59392";"Maubeuge";"29589";"8017";"4657";"2524";"T02_10";2;"077 - Maubeuge (partie française)";"-0.54"
"59393";"Maulde";"1033";"263";"167";"66";"T00_30";5;"N/A - hors champ";"0.95"
"59394";"Maurois";"403";"116";"40";"23";"T01_20";6;"232 - Caudry";"-0.12"
"59395";"Mazinghien";"305";"83";"49";"32";"T00_30";6;"N/A - hors champ";"-0.43"
"59396";"Mecquignies";"720";"198";"120";"37";"T02_20";6;"077 - Maubeuge (partie française)";"0.88"
"59397";"Merckeghem";"606";"142";"112";"51";"T03_20";6;"048 - Dunkerque";"0.79"
"59398";"Mérignies";"3199";"891";"529";"144";"T45_20";3;"004 - Lille (partie française)";"2.68"
"59399";"Merris";"1011";"240";"189";"71";"T45_20";5;"004 - Lille (partie française)";"-0.5"
"59400";"Merville";"9641";"2811";"1511";"712";"T01_10";3;"476 - Merville";"-0.12"
"59401";"Méteren";"2307";"570";"370";"186";"T45_20";5;"004 - Lille (partie française)";"1.13"
"59402";"Millam";"837";"243";"103";"52";"T03_20";6;"048 - Dunkerque";"0.9"
"59403";"Millonfosse";"718";"180";"125";"49";"T03_20";4;"038 - Valenciennes (partie française)";"1.47"
"59405";"Mœuvres";"481";"143";"58";"27";"T02_20";6;"108 - Cambrai";"2.41"
"59406";"Monceau-Saint-Waast";"455";"121";"90";"38";"T00_30";6;"N/A - hors champ";"-1.88"
"59407";"Monchaux-sur-Écaillon";"538";"101";"125";"24";"T03_20";6;"038 - Valenciennes (partie française)";"-0.03"
"59408";"Moncheaux";"1632";"430";"251";"101";"T45_20";4;"004 - Lille (partie française)";"2.04"
"59409";"Monchecourt";"2521";"719";"433";"147";"T02_20";5;"059 - Douai";"0"
"59410";"Mons-en-Barœul";"21277";"5857";"2713";"1427";"T45_10";1;"004 - Lille (partie française)";"-0.18"
"59411";"Mons-en-Pévèle";"2115";"446";"448";"193";"T45_20";4;"004 - Lille (partie française)";"-0.16"
"59412";"Montay";"276";"45";"59";"33";"T01_20";6;"402 - Le Cateau-Cambrésis";"-3.27"
"59413";"Montigny-en-Cambrésis";"557";"116";"107";"56";"T01_20";6;"232 - Caudry";"-0.64"
"59414";"Montigny-en-Ostrevent";"4793";"1168";"843";"565";"T02_20";4;"059 - Douai";"0.06"
"59415";"Montrécourt";"224";"57";"43";"16";"T03_20";5;"038 - Valenciennes (partie française)";"-0.87"
"59416";"Morbecque";"2524";"578";"483";"250";"T01_20";6;"236 - Hazebrouck";"-0.48"
"59418";"Mortagne-du-Nord";"1595";"475";"201";"108";"T00_30";5;"N/A - hors champ";"-0.36"
"59419";"Mouchin";"1408";"346";"283";"91";"T45_20";5;"004 - Lille (partie française)";"0.08"
